operator_id,total_incoming_calls,total_missed_incoming,total_weighted_wait_incoming,missed_rate_incoming,avg_wait_time_incoming,total_outgoing_calls,total_missed_outgoing,missed_rate_outgoing
899082,655.0,1.0,164271.0,0.0015267175572519084,250.79541984732825,1510.0,478.0,0.3165562913907285
899250,286.0,5.0,23775.0,0.017482517482517484,83.12937062937063,1372.0,512.0,0.37317784256559766
899268,31.0,2.0,1028.0,0.06451612903225806,33.16129032258065,0.0,0.0,0.0
899788,0.0,0.0,0.0,0.0,0.0,600.0,324.0,0.54
899790,0.0,0.0,0.0,0.0,0.0,716.0,394.0,0.5502793296089385
899892,3.0,0.0,95.0,0.0,31.666666666666668,0.0,0.0,0.0
899898,2.0,0.0,50.0,0.0,25.0,0.0,0.0,0.0
899900,1.0,0.0,71.0,0.0,71.0,0.0,0.0,0.0
899906,1.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0
899912,1.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0
899932,0.0,0.0,0.0,0.0,0.0,706.0,347.0,0.4915014164305949
899964,0.0,0.0,0.0,0.0,0.0,417.0,174.0,0.4172661870503597
899968,0.0,0.0,0.0,0.0,0.0,362.0,169.0,0.46685082872928174
899972,0.0,0.0,0.0,0.0,0.0,188.0,101.0,0.5372340425531915
900180,9.0,0.0,541.0,0.0,60.111111111111114,1640.0,608.0,0.37073170731707317
900192,1.0,0.0,5.0,0.0,5.0,1.0,1.0,1.0
900194,55.0,2.0,2496.0,0.03636363636363636,45.38181818181818,43.0,19.0,0.4418604651162791
900352,183.0,3.0,15112.0,0.01639344262295082,82.5792349726776,307.0,107.0,0.3485342019543974
900354,142.0,4.0,11829.0,0.028169014084507043,83.30281690140845,477.0,158.0,0.3312368972746331
900458,1.0,0.0,9.0,0.0,9.0,28.0,20.0,0.7142857142857143
900492,17.0,1.0,289.0,0.058823529411764705,17.0,234.0,113.0,0.4829059829059829
900592,265.0,0.0,19616.0,0.0,74.02264150943397,104.0,19.0,0.18269230769230768
900594,34.0,0.0,878.0,0.0,25.823529411764707,201.0,43.0,0.21393034825870647
900614,22.0,0.0,578.0,0.0,26.272727272727273,34.0,6.0,0.17647058823529413
900742,22.0,0.0,810.0,0.0,36.81818181818182,11.0,2.0,0.18181818181818182
900746,26.0,2.0,2510.0,0.07692307692307693,96.53846153846153,45.0,10.0,0.2222222222222222
900788,124.0,1.0,3137.0,0.008064516129032258,25.298387096774192,92.0,27.0,0.29347826086956524
900790,44.0,0.0,2523.0,0.0,57.34090909090909,55.0,15.0,0.2727272727272727
900792,1.0,0.0,34.0,0.0,34.0,5.0,1.0,0.2
900826,86.0,0.0,3128.0,0.0,36.372093023255815,510.0,187.0,0.36666666666666664
900892,310.0,3.0,13365.0,0.00967741935483871,43.11290322580645,913.0,385.0,0.42168674698795183
900894,105.0,1.0,5666.0,0.009523809523809525,53.96190476190476,213.0,58.0,0.27230046948356806
901034,13.0,0.0,246.0,0.0,18.923076923076923,11.0,6.0,0.5454545454545454
901038,5.0,0.0,141.0,0.0,28.2,23.0,4.0,0.17391304347826086
901178,284.0,0.0,53464.0,0.0,188.25352112676057,21.0,14.0,0.6666666666666666
901350,92.0,0.0,9946.0,0.0,108.1086956521739,0.0,0.0,0.0
901492,30.0,0.0,1057.0,0.0,35.233333333333334,3.0,1.0,0.3333333333333333
901498,5.0,0.0,387.0,0.0,77.4,0.0,0.0,0.0
901584,104.0,0.0,2142.0,0.0,20.596153846153847,168.0,44.0,0.2619047619047619
901586,41.0,0.0,514.0,0.0,12.536585365853659,93.0,9.0,0.0967741935483871
901588,27.0,0.0,261.0,0.0,9.666666666666666,54.0,12.0,0.2222222222222222
901734,28.0,0.0,1401.0,0.0,50.035714285714285,0.0,0.0,0.0
901880,1813.0,11.0,217846.0,0.006067291781577496,120.15774958632102,2324.0,699.0,0.30077452667814114
901884,554.0,1.0,60504.0,0.0018050541516245488,109.2129963898917,1912.0,587.0,0.3070083682008368
